标题,视频链接,封面图链接,时长,发布时间
趙孟頫《膽巴碑》043訶伽剌持戒甚嚴晝,//v.youku.com/v_show/id_XMTMxOTgwOTYzNg==.html?playMode=pugv,"https://m.ykimg.com/054F040855DD912B6A0A466A3E41893A?x-oss-process=image/resize,w_500",03:49,2015-8-26 18:00
趙孟頫《膽巴碑》045然流聞自是德業隆,//v.youku.com/v_show/id_XMTMxOTgwNTkwOA==.html?playMode=pugv,"https://m.ykimg.com/054F040855DD94346A0A456D6344560E?x-oss-process=image/resize,w_500",03:36,2015-8-26 17:53
趙孟頫《膽巴碑》046盛人天歸敬,//v.youku.com/v_show/id_XMTMxOTgwNTc0MA==.html?playMode=pugv,"https://m.ykimg.com/054F040855DD8A0C6A0A400494F15BDB?x-oss-process=image/resize,w_500",02:01,2015-8-26 17:33
趙孟頫《膽巴碑》052委重寶為施身執弟,//v.youku.com/v_show/id_XMTMxOTc4MzczMg==.html?playMode=pugv,"https://m.ykimg.com/054F040855DD8C676A0A3F045EFDC832?x-oss-process=image/resize,w_500",03:39,2015-8-26 17:28
趙孟頫《膽巴碑》049今皇帝,//v.youku.com/v_show/id_XMTMxOTgwNTQyOA==.html?playMode=pugv,"https://m.ykimg.com/054F040855DD8BFB6A0A466A4BE33EAC?x-oss-process=image/resize,w_500",01:03,2015-8-26 17:21
趙孟頫《膽巴碑》051下至諸王將相貴人,//v.youku.com/v_show/id_XMTMxOTc4NTM4OA==.html?playMode=pugv,"https://m.ykimg.com/054F040855DD880D6A0A417EC48368B2?x-oss-process=image/resize,w_500",02:47,2015-8-26 17:20
趙孟頫《膽巴碑》050皇太后皆從受戒法,//v.youku.com/v_show/id_XMTMxOTc5NjM0OA==.html?playMode=pugv,"https://m.ykimg.com/054F040855DD87456A0A486AEB1F47E2?x-oss-process=image/resize,w_500",02:41,2015-8-26 17:20
趙孟頫《膽巴碑》048晉王及,//v.youku.com/v_show/id_XMTMxOTgwNTU4NA==.html?playMode=pugv,"https://m.ykimg.com/054F040855DD84916A0A4D77853FB600?x-oss-process=image/resize,w_500",01:04,2015-8-26 17:11
趙孟頫《膽巴碑》047武宗皇帝皇伯,//v.youku.com/v_show/id_XMTMxOTgwNTYzMg==.html?playMode=pugv,"https://m.ykimg.com/054F040855DD85696A0A472C3363BC1B?x-oss-process=image/resize,w_500",02:25,2015-8-26 17:10
趙孟頫《膽巴碑》053子禮不可勝紀龍興,//v.youku.com/v_show/id_XMTMxOTc2NDUwNA==.html?playMode=pugv,"https://m.ykimg.com/054F040855DD83D56A0A4E5F2877427C?x-oss-process=image/resize,w_500",03:06,2015-8-26 17:00
趙孟頫《膽巴碑》055銅大悲菩薩像五代,//v.youku.com/v_show/id_XMTMxOTc0OTkxNg==.html?playMode=pugv,"https://m.ykimg.com/054F040855DD83A16A0A4E5F378C38E8?x-oss-process=image/resize,w_500",04:01,2015-8-26 17:00
趙孟頫《膽巴碑》054寺建于隋世寺有金,//v.youku.com/v_show/id_XMTMxOTc1ODIxMg==.html?playMode=pugv,"https://m.ykimg.com/054F040855DD81586A0A4004852B8268?x-oss-process=image/resize,w_500",02:45,2015-8-26 16:53
趙孟頫《膽巴碑》056時契丹入鎮州縱火,//v.youku.com/v_show/id_XMTMxOTc0OTc0NA==.html?playMode=pugv,"https://m.ykimg.com/054F040855DD7D0E6A0A4A4F3E2DA2E9?x-oss-process=image/resize,w_500",03:48,2015-8-26 16:36
趙孟頫《膽巴碑》057焚寺像毀於火周人,//v.youku.com/v_show/id_XMTMxOTc0OTczNg==.html?playMode=pugv,"https://m.ykimg.com/054F040855DD7EEA6A0A4F3B68FA3503?x-oss-process=image/resize,w_500",03:29,2015-8-26 16:33
趙孟頫《膽巴碑》059祖伐河東像已毀為,//v.youku.com/v_show/id_XMTMxOTcyOTc3Ng==.html?playMode=pugv,"https://m.ykimg.com/054F040855DD81D06A0A4D777CBD79F2?x-oss-process=image/resize,w_500",03:13,2015-8-26 16:14
趙孟頫《膽巴碑》060之歎息僧可傳言寺,//v.youku.com/v_show/id_XMTMxOTcyOTc2MA==.html?playMode=pugv,"https://m.ykimg.com/054F040855DD79646A0A440B0A44770E?x-oss-process=image/resize,w_500",03:04,2015-8-26 16:13
趙孟頫《膽巴碑》058取其銅以鑄錢宋太,//v.youku.com/v_show/id_XMTMxOTcyOTc4OA==.html?playMode=pugv,"https://m.ykimg.com/054F040855DD79BD6A0A417EDB0B6E61?x-oss-process=image/resize,w_500",04:38,2015-8-26 16:09
趙孟頫《膽巴碑》035帝師巴思八俱,//v.youku.com/v_show/id_XMTMxOTY4NTUyOA==.html?playMode=pugv,"https://m.ykimg.com/054F040855DD6E736A0A472C33D64664?x-oss-process=image/resize,w_500",02:30,2015-8-26 15:09
趙孟頫《膽巴碑》040之于師始于五臺山,//v.youku.com/v_show/id_XMTMxOTY4NTU0NA==.html?playMode=pugv,"https://m.ykimg.com/054F040855DD6C086A0A400494893629?x-oss-process=image/resize,w_500",02:59,2015-8-26 15:09
趙孟頫《膽巴碑》018覺以言乎師之體普,//v.youku.com/v_show/id_XMTMxMzU5NTA3Ng==.html?playMode=pugv,"https://m.ykimg.com/054F040855D4115C6A0A4B33334594E9?x-oss-process=image/resize,w_500",03:15,2015-8-19 13:05
趙孟頫《膽巴碑》024之地曰突甘斯旦麻,//v.youku.com/v_show/id_XMTMxMzQyOTU5Mg==.html?playMode=pugv,"https://m.ykimg.com/054F040855D3DE6B6A0A417ED34944D9?x-oss-process=image/resize,w_500",02:33,2015-8-19 09:33
趙孟頫《膽巴碑》023義甚當謹按師所生,//v.youku.com/v_show/id_XMTMxMzQyOTY3Ng==.html?playMode=pugv,"https://m.ykimg.com/054F040855D3DE656A0A4B3345243AF1?x-oss-process=image/resize,w_500",03:22,2015-8-19 09:32
趙孟頫《膽巴碑》032采道要顯密兩融空,//v.youku.com/v_show/id_XMTMxMzQyODI3Ng==.html?playMode=pugv,"https://m.ykimg.com/054F040855D3E0A56A0A4D77842B4965?x-oss-process=image/resize,w_500",04:40,2015-8-19 09:32
趙孟頫《膽巴碑》027子受名膽巴梵言膽,//v.youku.com/v_show/id_XMTMxMzQyOTE4OA==.html?playMode=pugv,"https://m.ykimg.com/054F040855D3DE7A6A0A4A4F41E3AAF3?x-oss-process=image/resize,w_500",02:50,2015-8-19 09:32
趙孟頫《膽巴碑》026聖師綽理哲哇為弟,//v.youku.com/v_show/id_XMTMxMzQyOTI3Mg==.html?playMode=pugv,"https://m.ykimg.com/054F040855D3DE2D6A0A4D7784ADA195?x-oss-process=image/resize,w_500",03:06,2015-8-19 09:32
趙孟頫《膽巴碑》021臨無上以言為帝者,//v.youku.com/v_show/id_XMTMxMzQzMDAwNA==.html?playMode=pugv,"https://m.ykimg.com/054F040855D3DE416A0A440B0B528897?x-oss-process=image/resize,w_500",02:41,2015-8-19 09:32
趙孟頫《膽巴碑》033實兼照獨立三界示,//v.youku.com/v_show/id_XMTMxMzQyODI3Mg==.html?playMode=pugv,"https://m.ykimg.com/054F040855D3DEA46A0A466A36877B25?x-oss-process=image/resize,w_500",04:14,2015-8-19 09:32
趙孟頫《膽巴碑》030國遍參高僧受經律,//v.youku.com/v_show/id_XMTMxMzQyODc4MA==.html?playMode=pugv,"https://m.ykimg.com/054F040855D3DE506A0A466A5199931D?x-oss-process=image/resize,w_500",04:29,2015-8-19 09:31
趙孟頫《膽巴碑》028巴華言微妙先受秘,//v.youku.com/v_show/id_XMTMxMzQyOTAwOA==.html?playMode=pugv,"https://m.ykimg.com/054F040855D3DDC36A0A42473503B52D?x-oss-process=image/resize,w_500",02:57,2015-8-19 09:31
趙孟頫《膽巴碑》036至中國帝師者,//v.youku.com/v_show/id_XMTMxMzQyNzgxMg==.html?playMode=pugv,"https://m.ykimg.com/054F040855D3DDF36A0A4F3B7ACD4397?x-oss-process=image/resize,w_500",02:35,2015-8-19 09:31
趙孟頫《膽巴碑》022師既奏有旨於,//v.youku.com/v_show/id_XMTMxMzQyOTc3Ng==.html?playMode=pugv,"https://m.ykimg.com/054F040855D3DD9A6A0A3F612DDDF60A?x-oss-process=image/resize,w_500",02:19,2015-8-19 09:31
趙孟頫《膽巴碑》039西蕃以教門之事屬,//v.youku.com/v_show/id_XMTMxMzQyNzMyOA==.html?playMode=pugv,"https://m.ykimg.com/054F040855D3DDF36A0A440B0946D2B8?x-oss-process=image/resize,w_500",03:37,2015-8-19 09:31
趙孟頫《膽巴碑》029密戒法繼游西天竺,//v.youku.com/v_show/id_XMTMxMzQyODg2MA==.html?playMode=pugv,"https://m.ykimg.com/054F040855D3DE3C6A0A4F3B78B42871?x-oss-process=image/resize,w_500",03:42,2015-8-19 09:31
趙孟頫《膽巴碑》025童子出家事,//v.youku.com/v_show/id_XMTMxMzQyOTMwMA==.html?playMode=pugv,"https://m.ykimg.com/054F040855D3DDD96A0A40048B7B8B97?x-oss-process=image/resize,w_500",01:43,2015-8-19 09:31
趙孟頫《膽巴碑》037乃聖師之昆弟,//v.youku.com/v_show/id_XMTMxMzQyNzczNg==.html?playMode=pugv,"https://m.ykimg.com/054F040855D3DD536A0A42473682F121?x-oss-process=image/resize,w_500",02:37,2015-8-19 09:30
趙孟頫《膽巴碑》031論由是深入法海博,//v.youku.com/v_show/id_XMTMxMzQyODQ4NA==.html?playMode=pugv,"https://m.ykimg.com/054F040855D3DE026A0A4304E6CB35B6?x-oss-process=image/resize,w_500",03:54,2015-8-19 09:30
趙孟頫《膽巴碑》034眾標的至元七年與,//v.youku.com/v_show/id_XMTMxMzQyODExNg==.html?playMode=pugv,"https://m.ykimg.com/054F040855D3DDE76A0A424736CED1E3?x-oss-process=image/resize,w_500",03:20,2015-8-19 09:30
趙孟頫《膽巴碑》038子也帝師告歸,//v.youku.com/v_show/id_XMTMxMzQyNzMzMg==.html?playMode=pugv,"https://m.ykimg.com/054F040855D3DD4A6A0A4004955A8C33?x-oss-process=image/resize,w_500",02:37,2015-8-19 09:29
趙孟頫《膽巴碑》004集賢學士資德大,//v.youku.com/v_show/id_XMTMxMzQyNDIzNg==.html?playMode=pugv,"https://m.ykimg.com/054F040855D3DE5C6A0A472C33C9F16E?x-oss-process=image/resize,w_500",03:59,2015-8-19 09:27
書法-趙孟頫《膽巴碑》001大元敕賜龍興寺大,//v.youku.com/v_show/id_XMTMxMzQyNDY0MA==.html?playMode=pugv,"https://m.ykimg.com/054F040855D3DCEB6A0A4B3347FDE829?x-oss-process=image/resize,w_500",04:32,2015-8-19 09:26
书法-趙孟頫《膽巴碑》002覺普慈廣照無上帝,//v.youku.com/v_show/id_XMTMxMzQyNDQ0MA==.html?playMode=pugv,"https://m.ykimg.com/054F040855D3DE126A0A49244301FB9B?x-oss-process=image/resize,w_500",04:44,2015-8-19 09:26
趙孟頫《膽巴碑》006敕撰並書篆,//v.youku.com/v_show/id_XMTMxMzQyMzk4MA==.html?playMode=pugv,"https://m.ykimg.com/054F040855D3DC546A0A4D7770715659?x-oss-process=image/resize,w_500",02:29,2015-8-19 09:24
趙孟頫《膽巴碑》005夫臣趙孟頫奉,//v.youku.com/v_show/id_XMTMxMzQyMzk4NA==.html?playMode=pugv,"https://m.ykimg.com/054F040855D3DC626A0A4B333F1CC7E8?x-oss-process=image/resize,w_500",03:07,2015-8-19 09:24
趙孟頫《膽巴碑》017臣孟頫預議賜諡大,//v.youku.com/v_show/id_XMTMxMzQyMjMwNA==.html?playMode=pugv,"https://m.ykimg.com/054F040855D3DC716A0A440B075D800F?x-oss-process=image/resize,w_500",03:24,2015-8-19 09:24
趙孟頫《膽巴碑》007皇帝即位之元年有,//v.youku.com/v_show/id_XMTMxMzQyMzc4MA==.html?playMode=pugv,"https://m.ykimg.com/054F040855D3DC1A6A0A417EE09F629A?x-oss-process=image/resize,w_500",02:50,2015-8-19 09:23
趙孟頫《膽巴碑》009巴賜諡大覺普慈廣,//v.youku.com/v_show/id_XMTMxMzQyMzU2NA==.html?playMode=pugv,"https://m.ykimg.com/054F040855D3DC696A0A417EE2CADA39?x-oss-process=image/resize,w_500",04:03,2015-8-19 09:23
趙孟頫《膽巴碑》013真定路龍興寺僧迭,//v.youku.com/v_show/id_XMTMxMzQyMzA4MA==.html?playMode=pugv,"https://m.ykimg.com/054F040855D3DC976A0A4F3B75AD8CE5?x-oss-process=image/resize,w_500",04:00,2015-8-19 09:23
趙孟頫《膽巴碑》014凡八奏師本住其寺,//v.youku.com/v_show/id_XMTMxMzQyMjY5Ng==.html?playMode=pugv,"https://m.ykimg.com/054F040855D3DBF86A0A3F6112D7CFDB?x-oss-process=image/resize,w_500",03:06,2015-8-19 09:23
趙孟頫《膽巴碑》011臣孟頫為文並書刻,//v.youku.com/v_show/id_XMTMxMzQyMzE0OA==.html?playMode=pugv,"https://m.ykimg.com/054F040855D3DC0A6A0A486AEAD3B530?x-oss-process=image/resize,w_500",03:06,2015-8-19 09:23
趙孟頫《膽巴碑》003師之碑,//v.youku.com/v_show/id_XMTMxMzQyNDM1Mg==.html?playMode=pugv,"https://m.ykimg.com/054F040855D3DB6C6A0A456D4FBFC7FD?x-oss-process=image/resize,w_500",01:30,2015-8-19 09:23
趙孟頫《膽巴碑》010照無上帝師敕,//v.youku.com/v_show/id_XMTMxMzQyMzM2OA==.html?playMode=pugv,"https://m.ykimg.com/054F040855D3DBB56A0A440AFE656A83?x-oss-process=image/resize,w_500",02:36,2015-8-19 09:22
趙孟頫《膽巴碑》015乞刻石寺中復,//v.youku.com/v_show/id_XMTMxMzQyMjY5Mg==.html?playMode=pugv,"https://m.ykimg.com/054F040855D3DB4A6A0A4E5F1ECDBB0B?x-oss-process=image/resize,w_500",01:54,2015-8-19 09:22
趙孟頫《膽巴碑》019慈以言乎師之用廣,//v.youku.com/v_show/id_XMTMxMzQyMjI4MA==.html?playMode=pugv,"https://m.ykimg.com/054F040855D3DBBC6A0A466A3CFF0470?x-oss-process=image/resize,w_500",02:28,2015-8-19 09:21
趙孟頫《膽巴碑》012石大都寺五年,//v.youku.com/v_show/id_XMTMxMzQyMzA3Mg==.html?playMode=pugv,"https://m.ykimg.com/054F040855D3DB446A0A3F612DCA070E?x-oss-process=image/resize,w_500",02:05,2015-8-19 09:21
趙孟頫《膽巴碑》016敕臣孟頫為文並書,//v.youku.com/v_show/id_XMTMxMzQyMjU4NA==.html?playMode=pugv,"https://m.ykimg.com/054F040855D3DC506A0A4B332B783D75?x-oss-process=image/resize,w_500",02:46,2015-8-19 09:21
20150722AM9:00在揚州大學老師院校區東門虹橋專家樓發表【遠距書法教學】,//v.youku.com/v_show/id_XMTI4ODI0OTA2NA==.html?playMode=pugv,"https://m.ykimg.com/054F040855AB81A46A0A466A4DC1B997?x-oss-process=image/resize,w_500",30:41,2015-7-19 17:56
陳忠建字庫新上架《瘦顏體字庫》歡迎查詢,//v.youku.com/v_show/id_XMTI4MTYzMDQ3Mg==.html?playMode=pugv,"https://m.ykimg.com/054F0408559F81026A0A4C29D8DB0F67?x-oss-process=image/resize,w_500",01:52,2015-7-10 16:17
陳忠建【硬筆】行書入門-17行書創作2列印後創作,//v.youku.com/v_show/id_XMTI3NzI3MDgwMA==.html?playMode=pugv,"https://m.ykimg.com/054F040855980B2D6A0A4E5F3DEF63A0?x-oss-process=image/resize,w_500",06:54,2015-7-5 00:26
陳忠建【硬筆】行書入門-18行書創作3落款,//v.youku.com/v_show/id_XMTI3NzMxMzA1Ng==.html?playMode=pugv,"https://m.ykimg.com/054F04085597FE1E6A0A4304E7216737?x-oss-process=image/resize,w_500",02:16,2015-7-4 23:33
陳忠建【硬筆】行書入門-15範例3米芾蜀素帖,//v.youku.com/v_show/id_XMTI3NzEyODY2OA==.html?playMode=pugv,"https://m.ykimg.com/054F04085597F3196A0A4A4F50ADBE14?x-oss-process=image/resize,w_500",06:43,2015-7-4 22:42
陳忠建【硬筆】行書入門-16行書創作1搜尋-陳忠建字庫,//v.youku.com/v_show/id_XMTI3NzIzNTg3Ng==.html?playMode=pugv,"https://m.ykimg.com/054F04085597EC896A0A417ED39A7C1D?x-oss-process=image/resize,w_500",02:29,2015-7-4 22:20
陳忠建【硬筆】行書入門-14範例2趙孟頫赤壁賦,//v.youku.com/v_show/id_XMTI3NzExMzc3Mg==.html?playMode=pugv,"https://m.ykimg.com/054F04085597E3356A0A4D778466A03D?x-oss-process=image/resize,w_500",05:16,2015-7-4 21:16
陳忠建【硬筆】行書入門-13範例1集字聖教序,//v.youku.com/v_show/id_XMTI3NzA2NzM0MA==.html?playMode=pugv,"https://m.ykimg.com/054F04085597D22E6A0A4A4F39EA9689?x-oss-process=image/resize,w_500",05:30,2015-7-4 20:24
陳忠建【硬筆】行書入門-11伸展,//v.youku.com/v_show/id_XMTI3NzA2NzA3Ng==.html?playMode=pugv,"https://m.ykimg.com/054F04085597A88F6A0A486ACFDF600A?x-oss-process=image/resize,w_500",01:47,2015-7-4 17:30
陳忠建【硬筆】行書入門-12大小和外形,//v.youku.com/v_show/id_XMTI3NzA2NzEyMA==.html?playMode=pugv,"https://m.ykimg.com/054F04085597A4AF6A0A3F612B805AE1?x-oss-process=image/resize,w_500",01:21,2015-7-4 17:11
陳忠建【硬筆】行書入門-09-10粗細,//v.youku.com/v_show/id_XMTI3NzAwODY0NA==.html?playMode=pugv,"https://m.ykimg.com/054F040855978DF06A0A4049525D4506?x-oss-process=image/resize,w_500",01:46,2015-7-4 15:35
陳忠建【硬筆】行書入門-07點畫,//v.youku.com/v_show/id_XMTI3Njk2OTQ0NA==.html?playMode=pugv,"https://m.ykimg.com/054F0408559788256A0A3F612F0C4F8F?x-oss-process=image/resize,w_500",02:27,2015-7-4 15:10
陳忠建【硬筆】行書入門-06撇捺,//v.youku.com/v_show/id_XMTI3Njk1ODA5Mg==.html?playMode=pugv,"https://m.ykimg.com/054F0408559784986A0A4D7784D6342F?x-oss-process=image/resize,w_500",02:25,2015-7-4 14:51
陳忠建【硬筆】行書入門-05接筆,//v.youku.com/v_show/id_XMTI3Njk1NzEzMg==.html?playMode=pugv,"https://m.ykimg.com/054F0408559780246A0A472C33582767?x-oss-process=image/resize,w_500",01:58,2015-7-4 14:36
陳忠建【硬筆】行書入門-03橫直畫,//v.youku.com/v_show/id_XMTI3Njg5OTU3Mg==.html?playMode=pugv,"https://m.ykimg.com/054F0408559778376A0A456D646000FE?x-oss-process=image/resize,w_500",03:48,2015-7-4 14:00
陳忠建【硬筆】行書入門-00選筆,//v.youku.com/v_show/id_XMTI3Njg2OTY1Ng==.html?playMode=pugv,"https://m.ykimg.com/054F04085597763E6A0A4E5F3DF4485F?x-oss-process=image/resize,w_500",04:52,2015-7-4 13:45
陳忠建【硬筆】行書入門-04帶筆,//v.youku.com/v_show/id_XMTI3NjkxNDgxMg==.html?playMode=pugv,"https://m.ykimg.com/054F0408559772936A0A486AEA51A073?x-oss-process=image/resize,w_500",02:16,2015-7-4 13:40
陳忠建【硬筆】行書入門-02方折,//v.youku.com/v_show/id_XMTI3Njg4NjcwOA==.html?playMode=pugv,"https://m.ykimg.com/054F0408559763C16A0A4F3B7ACDF673?x-oss-process=image/resize,w_500",01:34,2015-7-4 12:36
陳忠建【硬筆】行書入門-01圓轉,//v.youku.com/v_show/id_XMTI3Njg2OTc1Mg==.html?playMode=pugv,"https://m.ykimg.com/054F040855975EF56A0A4E5F315B3F22?x-oss-process=image/resize,w_500",01:35,2015-7-4 12:13
陳忠建創作系列【三門記千字文】42-2焉哉乎也陳忠建書,//v.youku.com/v_show/id_XMTI2Nzk3MzE4OA==.html?playMode=pugv,"https://m.ykimg.com/054F04085587A3F96A0A433161820862?x-oss-process=image/resize,w_500",02:53,2015-6-22 13:54
陳忠建創作系列【三門記千字文】42-1孤陋寡聞愚蒙等誚謂語助者,//v.youku.com/v_show/id_XMTI2NzkyOTU0NA==.html?playMode=pugv,"https://m.ykimg.com/054F0408558757386A0A470456A822CA?x-oss-process=image/resize,w_500",05:00,2015-6-22 12:59
陳忠建創作系列【三門記千字文】41-2俯仰廊廟束帶矜莊徘徊瞻眺,//v.youku.com/v_show/id_XMTI2Nzg0MTM2MA==.html?playMode=pugv,"https://m.ykimg.com/054F0408558793CD6A0A4404DDAFF61A?x-oss-process=image/resize,w_500",04:54,2015-6-22 12:45
陳忠建創作系列【三門記千字文】41-1指薪修祜永綏吉劭矩步引領,//v.youku.com/v_show/id_XMTI2Nzc1MzkxNg==.html?playMode=pugv,"https://m.ykimg.com/054F0408558788646A0A3F58F34F287C?x-oss-process=image/resize,w_500",04:02,2015-6-22 11:59
陳忠建創作系列【三門記千字文】36-1晝眠夕寐藍筍象床弦歌酒宴,//v.youku.com/v_show/id_XMTI2Nzg2NjA3Ng==.html?playMode=pugv,"https://m.ykimg.com/054F0408558788696A0A4F04FCDD70F2?x-oss-process=image/resize,w_500",04:59,2015-6-22 11:56
陳忠建創作系列【三門記千字文】31-1兩疏見機解組誰逼索居閒處,//v.youku.com/v_show/id_XMTI2Nzg0MDI2OA==.html?playMode=pugv,"https://m.ykimg.com/054F0408558780B76A0A4F04FCCCAE17?x-oss-process=image/resize,w_500",05:39,2015-6-22 11:20
陳忠建創作系列【三門記千字文】31-2沉默寂寥求古尋論散慮逍遙,//v.youku.com/v_show/id_XMTI2NzgzNjgxMg==.html?playMode=pugv,"https://m.ykimg.com/054F040855877FD76A0A4104DFBD451E?x-oss-process=image/resize,w_500",05:01,2015-6-22 11:11
陳忠建創作系列【三門記千字文】32-1欣奏累遣戚謝歡招渠荷的歷,//v.youku.com/v_show/id_XMTI2NzgxMTg4NA==.html?playMode=pugv,"https://m.ykimg.com/054F0408558776226A0A4604D5907D7C?x-oss-process=image/resize,w_500",04:59,2015-6-22 10:35
陳忠建創作系列【三門記千字文】36-2接杯舉觴矯手頓足悅豫且康,//v.youku.com/v_show/id_XMTI2NzgwOTg0NA==.html?playMode=pugv,"https://m.ykimg.com/054F0408558777056A0A49045968E40E?x-oss-process=image/resize,w_500",05:43,2015-6-22 10:34
陳忠建創作系列【三門記千字文】35-1親戚故舊老少異糧妾御績紡,//v.youku.com/v_show/id_XMTI2NzgxMTI3Mg==.html?playMode=pugv,"https://m.ykimg.com/054F0408558774EA6A0A4E142BB4E8EA?x-oss-process=image/resize,w_500",04:35,2015-6-22 10:30
陳忠建創作系列【三門記千字文】32-2園莽抽條枇杷晚翠梧桐蚤凋,//v.youku.com/v_show/id_XMTI2NzIzNDMwMA==.html?playMode=pugv,"https://m.ykimg.com/054F040855876B9C6A0A433171E445D8?x-oss-process=image/resize,w_500",04:17,2015-6-22 09:53
陳忠建創作系列【三門記千字文】37-1嫡後嗣續祭祀蒸嘗稽顙再拜,//v.youku.com/v_show/id_XMTI2Nzc4MTM5Ng==.html?playMode=pugv,"https://m.ykimg.com/054F040855876DA86A0A4204FABAF99B?x-oss-process=image/resize,w_500",06:08,2015-6-22 09:52
陳忠建創作系列【三門記千字文】34-2適口充腸飽飫烹宰饑厭糟糠,//v.youku.com/v_show/id_XMTI2NzIyMjMyOA==.html?playMode=pugv,"https://m.ykimg.com/054F040855876CD96A0A4D04C7CD9D9A?x-oss-process=image/resize,w_500",05:11,2015-6-22 09:52
陳忠建創作系列【三門記千字文】38-1骸垢想浴執熱願涼驢騾犢特,//v.youku.com/v_show/id_XMTI2Nzc4MTM4OA==.html?playMode=pugv,"https://m.ykimg.com/054F040855876CE76A0A4604E0B41C7E?x-oss-process=image/resize,w_500",05:47,2015-6-22 09:51
陳忠建創作系列【三門記千字文】37-2悚懼恐惶箋牒簡要顧答審詳,//v.youku.com/v_show/id_XMTI2Nzc4MTM5Mg==.html?playMode=pugv,"https://m.ykimg.com/054F040855876C276A0A4D04AEA5CCA8?x-oss-process=image/resize,w_500",05:51,2015-6-22 09:51
陳忠建創作系列【三門記千字文】33-2凌摩絳霄耽讀玩市寓目囊箱,//v.youku.com/v_show/id_XMTI2Nzc2NzA0MA==.html?playMode=pugv,"https://m.ykimg.com/054F040855875B9F6A0A4E142C6E25D5?x-oss-process=image/resize,w_500",06:11,2015-6-22 08:38
陳忠建創作系列【三門記千字文】34-1易輶攸畏屬耳垣牆具膳餐飯,//v.youku.com/v_show/id_XMTI2Nzc2NzAzNg==.html?playMode=pugv,"https://m.ykimg.com/054F040855875A1C6A0A4104EB709A09?x-oss-process=image/resize,w_500",05:13,2015-6-22 08:37
陳忠建創作系列【三門記千字文】42-1孤陋寡聞愚蒙等誚謂語助者,//v.youku.com/v_show/id_XMTI2Nzc1MzkxMg==.html?playMode=pugv,"https://m.ykimg.com/054F0408558757386A0A470456A822CA?x-oss-process=image/resize,w_500",05:00,2015-6-22 08:24
陳忠建創作系列【三門記千字文】39-1布射僚丸嵇琴阮嘯恬筆倫紙,//v.youku.com/v_show/id_XMTI2Nzc1NDAzNg==.html?playMode=pugv,"https://m.ykimg.com/054F0408558757876A0A4E14257895C9?x-oss-process=image/resize,w_500",04:39,2015-6-22 08:23
陳忠建創作系列【三門記千字文】38-2駭躍超驤誅斬賊盜捕獲叛亡,//v.youku.com/v_show/id_XMTI2NzE5NzMxNg==.html?playMode=pugv,"https://m.ykimg.com/054F040855874FEA6A0A4404D86E4797?x-oss-process=image/resize,w_500",05:11,2015-6-22 07:43
陳忠建創作系列【三門記千字文】40-1毛施淑姿工顰妍笑年矢每催,//v.youku.com/v_show/id_XMTI2NzExNDk2NA==.html?playMode=pugv,"https://m.ykimg.com/054F040855874D826A0A4104EA183694?x-oss-process=image/resize,w_500",04:42,2015-6-22 07:43
